|created_time|id|link|message|message_tags|name|permalink_url|shares|story|story_tags|type|updated_time|place|from_name|from_id
287|2015-03-23T12:05:49+0000|358869244244848_626836687448101|https://www.facebook.com/malawiredcross/photos/a.358896737575432/626836624114774/?type=3|"MALAWI GOVERNMENT LAUNCHES NATIONAL DISASTER POLICY
On Saturday March 21, 2015, the Malawi government launched National Disaster Policy and Communication strategy. The launch took place at Chimwala Primary school ground in the area of Senior Chief Chimwala in Mangochi district. Minister of Information and Tourism Kondwani Nankhumwa, who launched the policy and strategy said the policy will help in achieving a more coordinated and effective disaster management in the country.

Different organisations displayed their activities in Disaster relief and response. Malawi Red Cross Society had their own pavilion as well. Our volunteers from Mangochi provided first aid services throughout the event."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/626836687448101/|2.0|||photo|2015-03-23T20:04:50+0000||Malawi Red Cross Society - MRCS|358869244244848
288|2017-11-22T07:50:00+0000|358869244244848_1267156066749490|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1267146353417128/?type=3|"Danish Red Cross Corporate Partners commend Malawi Red Cross 

Danish Red Cross in country delegate for Malawi Red Cross Society (MRCS) Kirstine Primdal who is also in country delegates coordinator and community resilient project delegate and coordinator for the Consortium of Danish Red Cross, Finish Red Cross, Icelandic Red Cross and Italian Red Cross said she is very happy and impressed with the implementation progress and the achievements of the community resilience project being implemented in Mangochi, Chikwawa and Mwanza.

Kirstine said this in Mangochi when a delegation from Denmark visited Mangochi last week to appreciate the work they are supporting through Danish Red Cross. During the visit MRCS opened and handed over a Ventilated improved Pit Latrine at Nangwazi primary school and a borehole at Likulungwa village. 

Speaking after touring the projects, Martin Pedersen from DSV Air and Sea LTD commended MRCS staff and volunteers for the work they are doing in serving the vulnerable communities.

Marius Viljoen, Managing Director for DSV Malawi said he was very happy with the intervention being done in the communities. “It was absolutely astonishing and spine chilling to see the impact which the Red Cross is doing in Malawi, and seeing the joy on the faces of the people, was incredible”.  Said Marius.

During the visit, the delegation visited rehabilitated borehole at Malombe primary school, Bamboo field at Kadewere village, Queens and Kings CBCC where they appreciated the school feeding program, Wadikanga under five climic, Manena model village, Masanje CDSS- Sprint session and Meso village where they witnessed household visits by the volunteers.

Meso village headman thanked the Red Cross volunteers for their untiring efforts in uplifting the health status of the village.

MRCS District project officer for Mangochi Eliot Nazonse thanked the delegation for visiting Mangochi. He appealed for more support to reach out to other vulnerable communities in the district."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1267156066749490/|11.0|||photo|2017-11-24T18:57:23+0000||Malawi Red Cross Society - MRCS|358869244244848
289|2015-03-10T10:06:39+0000|358869244244848_620203931444710|https://www.facebook.com/malawiredcross/photos/a.358896737575432/620203588111411/?type=3|"She lost everything except the spirit of volunteerism in Malawi’s floods
When the flood waters started to rise near her home in Nsanje, Malawi, Red Cross volunteer Febbi Kalenga knew that she had to move her family to higher ground. She fled to Bangula, where she joined others who had lost everything in Malawi’s worst floods in two generations. 
Febbi now lives in the temporary camp in Bangula along with 6,000 others who have also lost their homes, their crops and their livelihoods. Conditions are difficult for Febbi, a single mother of seven, who struggles daily to feed her children. All eight family members currently live in a tent provided by the Malawi Red Cross Society.
Despite the challenges she is facing, Febbi feels compelled to help other families who are sharing her struggle. Febbi has been a Red Cross volunteer for 12 years with the local Nsanje branch and the floods have not dampened her spirit of volunteerism. She has been working around the clock to assist those in need. Every day, she visits people in their tents, spreading hygiene promotion messages, checking if anyone is ill and needs care, and assisting camp managers with relief and food distribution. 
She reassures a camp resident who was in tears because she had missed out on a food distribution. Febbi explains that being asked for help is common, ""When people have a problem in the camp they come to the Red Cross volunteers. They come to us for health problems. They come if they have no food. They come for everything! They know we understand them and that we will try to help where we can.""
Now Febbi faces a new challenge. Cholera has broken out in Nsanje and poses a significant threat to those displaced by the flood waters. It is vital to the health and survival of the camp residents that cholera does not spread into Bangula camp. 
To help with the prevention effort, Febbi is participating in cholera prevention training run by the Malawi Red Cross Society, with the support of the International Federation of Red Cross and Red Crescent Societies (IFRC), and the Ministry of Health. The Red Cross is conducting the same training in four flood-affected districts, reaching 250 volunteers. 
During her training, Febbi is learning the key hygiene messages that will help prevent the spread of cholera, the key symptoms of cholera, how and when to refer ill people for treatment, and the basic recommendations for preparing and administering oral rehydration solution, which is the first option for treatment. 
Through an emergency appeal, IFRC has been supporting the Malawi Red Cross Society to respond to the flood crisis since early January. With the reality of the situation becoming clear, and at least 230,000 now homeless because of the floods, IFRC has revised its emergency appeal and is now seeking 4 million Swiss francs to allow Red Cross volunteers to continue distributing tents and shelter materials, kitchen utensils, blankets and mosquito nets. Teams of staff and volunteers are also restoring water sources, desludging contaminated latrines and building new latrine facilities.  The appeal addresses the immediate needs of 46,712 displaced people, while also seeking to reduce the impact of the loss of crops and livelihoods, and help communities become more resilient to future floods. The appeal is currently 37 per cent funded."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/620203931444710/|5.0|||photo|2015-03-10T12:02:26+0000||Malawi Red Cross Society - MRCS|358869244244848
290|2017-11-10T12:38:03+0000|358869244244848_1259822777482819|https://www.facebook.com/PeopleFixingTheWorld/videos/10155296931322217/|||People Fixing The World|https://www.facebook.com/358869244244848/posts/1259822777482819/|1.0|Malawi Red Cross Society - MRCS shared a video.|"[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}, {'id': '10155296931322217', 'name': ""These 'mapathons' are saving lives in Malawi"", 'offset': 41, 'length': 5}]"|video|2017-11-25T10:32:58+0000||Malawi Red Cross Society - MRCS|358869244244848
291|2015-03-05T09:37:23+0000|358869244244848_617269521738151|https://www.facebook.com/malawiredcross/photos/a.358896737575432/617269355071501/?type=3|"Korean Red Cross, Community Chest of Korea and Samsung supports Malawi Red Cross to prevent maternal and infant deaths in Ntchisi District, Malawi.
On a hot Sunday afternoon, they packed their travelling bags at the back of a project vehicle going to a destination they have never been to. ‘It is like a dream that this is my first trip outside Ntchisi’ remarked Ruth. Everybody laughs and start asking each other the places they have been to. It was only Judith who has been to Lilongwe some 40 kilomenters and non has ever travelled 400 kilometers down south to Zomba the current destination. This is the story of four young girls plucked from one of the poor rural Malawi to undergo a one and half year training in midwivery at Malawi College of Health Sciences in Zomba. Thanks to Korean Red Cross Society, Community Chest of Korea and Sumsang who have provided funding for their training.
 
At MRCS Ntchisi office: Rea Nzoma, Ruth Kasiya, Judith Mthawanji and Eunice Mangulu
Malawi Red Cross with technical and financial support from Korean National Red Cross Society, Community Chest of Korea and Sumsang is upgrading Mndimba and Sambakusi health posts to meet national standards to be able to provide maternal health services as part of the District Health System. At each site, the upgrading consists of training of midwives, construction of maternity wards and midwife houses, renovation of current infrastructures, construction of toilets, provision of solar lighting and supplies. The midwives training support includes all the fees, uniforms, education materials and transport to school. After completion of their studies the midwives will be recruited as civil servants and posted to the two health posts. A contract will be signed by the midwives that they will not leave the health post for a period of five years. Furthermore, there will be an MOU with the district council to ensure that there will be a midwife at the health post all the times.
Eunice, at 19 years is the youngest. She together with  Ruth who is 25 years comes from Mndimba health post. During this interaction she was just smiling without saying anything. As the driver, Andrew Simon, was starting the engine she looked outside smile and tears drop out of her eyes. ‘I do not know how to say thank you to Red Cross,’ were her first words. ‘My father was retired from civil service due to sickness. Who could have given me one million five hundred thousand Malawi Kwacha to do my tertiary education.’ She asked apparently no one. Ruth just hugged her as if to comfort her. Ruth herself was a Red Cross volunteer at Mndimba health post. She says she is happy that women will no longer walk 30 kilometers to Chinguluwe Health Centre for maternal health services. ‘Women in my communty faces many problems when delivering babies and it pained me that all I could do is to provide health education when they are delivering without skilled midwives’. She said. Long distance to health centres and lack of adequate midwives are two major problems contributing to high maternal mortality in Malawi. Currently, the country’s maternal mortarity ratio is at 675 per 100,000 live births.

Rea (21 years)and Judith (26 years) from Sambakusi agreed with their colleagues that once they are trained in midwifery, there will be fewer deaths of mothers and babies due to pregnancy. Judith like Ruth were volunteers. Judith was a government growth monitoring volunteer. ‘I have seen women delivering at health centre with support from guardians since the midwife was assisting other mothers. How can one midwife deliver three babies at one time?’ She wondered. As they debated and joked about how it could be done, the Project Officer, Sam Kanyemba, reminded them that this is the very reason they were recruited for. All the girls assured Malawi Red Cross Society that they are ready to prevent maternal and infant deaths in their community.

Malawi need more midwives. According to Lennie Kamwendo of the White Ribbon Alliance that advocates for safe motherhood, the midwife to patient ratio in Malawi is 1:272 while the recommended ratio is 1:5. The Program Manager, George Mwimaniwa, believes that support from Korean Red Cross, Community Chest of Korea and Sumsang will contribute to health system strengthening in Malawi."||Timeline Photos|https://www.facebook.com/358869244244848/posts/617269521738151/?substory_index=0|3.0|||photo|2015-04-27T13:31:14+0000||Malawi Red Cross Society - MRCS|358869244244848
292|2017-11-10T12:03:19+0000|358869244244848_1259807100817720|https://www.facebook.com/PeopleFixingTheWorld/videos/10155296931322217/|Ready to give hope to those in need||People Fixing The World|https://www.facebook.com/358869244244848/posts/1259807100817720/||Malawi Red Cross Society - MRCS shared a video.|"[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}, {'id': '10155296931322217', 'name': ""These 'mapathons' are saving lives in Malawi"", 'offset': 41, 'length': 5}]"|video|2017-11-10T12:03:19+0000||Malawi Red Cross Society - MRCS|358869244244848
293|2015-02-27T12:55:25+0000|358869244244848_614453842019719|https://www.facebook.com/malawiredcross/photos/a.358896737575432/614450222020081/?type=3|"The Malawi Red Cross Society on Thursday 26th February, 2015 held a partnership meeting with its movement partners at Crossroads Hotel in Lilongwe. 

Malawi Red Cross President Levison Changole told the gathering that the Red Cross in Malawi is still facing a lot challenges and would still rely on its partners to continue delivery of service to Malawians.

International Federation of Red Cross and Red Crescent Societies (IFRC) Acting Regional Representative for Southern Africa Michael Charles stressed the need for a more collaborative partnership between the Malawi Red Cross and it's partners in the Red Cross movement."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/614453842019719/|2.0|||photo|2015-02-27T18:48:41+0000||Malawi Red Cross Society - MRCS|358869244244848
294|2017-11-09T18:34:08+0000|358869244244848_1259431087521988|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1259428690855561/?type=3|"MALAWI RED CROSS AWARDED BEST C4D DELIVERY IN EMERGENCIES CERTIFICATE

Malawi Red Cross Society (MRCS) has been awarded a certificate as the best C4D delivery in Emergencies for community mobilization using door to door house visits.
UNICEF Malawi presented the certificate to MRCS on Tuesday at Mount Soche Hotel in Blantyre during the sixth Communication for Development (C4D) learning lab. 

UNICEF Malawi C4D manager Elnur Aliyev commended MRCS for the role it plays in C4D.

To support sharing of information and learning the UNICEF Malawi C4D unit established the learning lab in 2015, a platform for sharing C4D-related work for all practitioners and experts within the C4D field.

Social and cultural norms affecting child’s health, protection and development remain a critical determining factor in improving attitudes and practices towards children’s rights in Malawi. 

UNICEF Malawi through its Communication for Development Unit supports government in defining Social behavior change communication strategies for engaging with communities and influencing social and behavior change. The unit currently focuses on generating evidence on strategies for addressing negative social norms and harmful practices including documentation of what works in C4D, mobilizing partnerships for Social and behavior change, and building capacity to support implementation of C4D interventions.

The sixth lab focused on reviewing progress made in 2017, challenges and lessons learnt to improve and strengthen C4D programming. The lab accentuated evidence generation, capacity strengthening for C4D, real time documentation and analyzing strategies for amplifying voices to address social norms being used and promoted by different experts in the field.
 
Over the years MRCS has been engaged by government, UNICEF and other partners in door to door community mobilization a C4D tool that has proved to be effective and evidence based.

MRCS volunteers are with support from UNICEF are currently doing interpersonal communication for Emergency Cholera outbreak preparedness and response through door to door community mobilization visits in 8 districts along the lake shores of Lake Malawi, Malombe and Lake Chilwa, targeting 500,000 fishermen, fishing communities and cholera outbreak prone communities. 

The objective of the campaign is to increase awareness and knowledge and improve health seeking practices on cholera prevention and response among vulnerable population.
Over 800 volunteers have been mobilized and trained for the campaign. The certificate has since been dedicated to the hard working MRCS volunteers across the country."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1259431087521988/|8.0|||photo|2017-11-11T10:50:27+0000||Malawi Red Cross Society - MRCS|358869244244848
295|2015-02-27T10:40:32+0000|358869244244848_614416705356766|https://www.facebook.com/malawiredcross/photos/a.514890295309408/614416288690141/?type=3|"Fresh wave of floods have hit Chikwawa, Southern Malawi killing a father and son. At Mwanza Bridge, in the same district water has been overflowing at knee level  over a stretch of 1km and houses at some trading centers and villages are still in water. 
Flood victims who had returned to their villages have returned to the camps because their houses are submerged in water. About 20 houses have been demolished in Nchalo.
A father and son were swept away by water in Mwanza river yesterday evening as they were coming from their  gardens. Residents recovered the  body of the boy and are still looking for the  father. Our volunteers continue to work with communities in responding to the floods that have affected most parts of southern Malawi. #Ndifeamodzi.  Pictures courtesy of Department of Disaster Management Affairs"|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/614416705356766/|5.0|||photo|2015-02-27T10:40:32+0000||Malawi Red Cross Society - MRCS|358869244244848
296|2017-09-29T20:21:09+0000|358869244244848_1236185963179834|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1236181033180327/?type=3|"Malawi Red Cross strengthens response to natural disasters.

Malawi Red Cross Society (MRCS) has introduced a new project in Chikwawa, Nsanje and Zomba that is earmarked to enhance cooperation among various stakeholders in responding to natural disasters.

MRCS’s Disaster Risk Reduction Officer for Chikwawa Darius Chiwaula presented the project during District Executive Committee (DEC) meeting in Chikwawa on Thursday.
Dubbed ‘Enhancing resilience in Malawi’ the project aims at strengthening Malawian authorities, local communities and Disaster Management stakeholders’ capacities to urgently act to natural hazards when they occur.

Said Chiwaula: “The project lives to ensure that inhabitants from disaster prone Group Village Heads (GVHs) within the Traditional Authority Makhuwira in Chikwawa, Ndamera in Nsanje and Mwambo in Zomba have increased capacities with regards to community based disaster preparedness structures, response and early recovery mechanisms in order to reduce the impact of natural disasters.”

According to Chiwaula, the project which is being financed by European Union Humanitarian Aid and Civil Protection (ECHO) will benefit over 240,000 beneficiaries in all the three districts.
And you should also be aware that the project action contributes to the Sustainable Development Goals (SDGs) 1, 6, 11 and 13 directly where issues of no poverty, clean water and sanitation, sustainable cities and communities as well as climate action are addressed,” he added.

Chikwawa is one of the districts which experiences natural hazards almost every year citing the devastating floods in 2015 followed by dry spells in 2016.

The project will be implemented with technical support from the Belgian Red Cross and with crucial support from two additional Red Cross Societies which are leading results which conform to their own technical specialties. 

The Netherlands Red Cross is leading an innovative drone based hazard and risk mapping exercise which will identify the area’s most prone to flooding and droughts, informing the target areas of the project and improving the accuracy and effectiveness of responses. Additionally the mapping supports the identification of zones which are most suitable for evacuation sites. 

The Danish Red Cross are developing the capacity of the MRCS to implement rapid Unconditional Cash Transfers, ensuring that vital support is available to affected communities immediately following any natural disaster. Additionally the Danish Red Cross are implementing an innovative Forecast Based Financing Pilot, the first of its kind in Malawi.  

Utilizing the improved mapping and data analysis capacity developed by the NLRC the Forecast Based Financing will be able to identify with greater accuracy beneficiaries who will likely be affected by disasters ahead of time, thereby preparing the communities for early action.  

The project blends cutting edge mapping and monitoring technology with simple and reliable community based monitoring tools to identify and track hazards.  Interventions which are appropriate to the local setting, easily replicated and implemented in remote rural areas have been adopted to support disaster preparedness and capacity building exercises will equip volunteers with the skills to rapidly disseminate information and to guide their communities to safety whenever necessary.

Over the next 18 months the Four Red Cross Societies will collaborate to prepare the most disaster prone villages to become more resilient, prepared and capable of withstanding the unpredictable impacts of natural hazards."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1236185963179834/|5.0|||photo|2017-09-30T13:26:49+0000||Malawi Red Cross Society - MRCS|358869244244848
297|2015-02-27T10:33:36+0000|358869244244848_614415135356923|https://www.facebook.com/malawiredcross/photos/a.358896737575432/614413795357057/?type=3|MRCS activities in pictures||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/614415135356923/|2.0|||photo|2015-03-10T09:00:52+0000||Malawi Red Cross Society - MRCS|358869244244848
298|2017-09-29T07:35:56+0000|358869244244848_1235663933232037|https://www.facebook.com/malawiredcross/photos/a.358872017577904/1058468064284959/?type=3|||Malawi Red Cross Society - MRCS|https://www.facebook.com/358869244244848/posts/1235663933232037/?substory_index=0|4.0|Malawi Red Cross Society - MRCS updated their profile picture.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-10-27T11:50:22+0000||Malawi Red Cross Society - MRCS|358869244244848
299|2015-02-26T14:14:10+0000|358869244244848_614087885389648||"Safety alert: 
High rainfall of over 30mm has been recorded in some areas of Southern Malawi on 26 Feb 2015. These rains may render some roads impassable especially in Nsanje and Chikwawa. The possibility of river line floods is also high. #Ndifeamodzi"|[]||https://www.facebook.com/358869244244848/posts/614087885389648/|2.0|||status|2015-02-26T14:15:50+0000||Malawi Red Cross Society - MRCS|358869244244848
300|2017-09-16T10:31:30+0000|358869244244848_1227984757333288|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1227982304000200/?type=3|"Malawi Red Cross in School Feeding Drive

Over 800 leaners from Mafutsa Primary School and Nyankhwi Community Based Child Care Center in Dedza, with financial support amounting to around 16 Million Malawi Kwacha from the Rissho Kosei-kai ‘Donate-a-Meal Fund for Peace’ of Japan, on Thursday joined other schools in Chikwawa, Mwanza, Salima and Ntchisi districts on the list of beneficiaries of the school feeding program implemented by Malawi Red Cross Society (MRCS).

Speaking at Mafutsa Primary school during the handover of items marking the launch of the school feeding project, MRCS Secretary General Mr. McBain Kanongodza urged the school committees and community members to take care of the items and use them for the intended purpose. He stressed that the objective of the school feeding project is to increase leaners enrolment, reduce dropout and sustain food availability in pre and primary schools by means of community gardening using the farm inputs provided by the project. “The harvested crop yields will sustain their meal requirements in form of porridge”. Kanongodza said.

Anna Katunga senior inspector of primary schools for Dedza district said government appreciates the role MRCS is playing in lifting the education standard by providing porridge to primary and pre-schools in the country.
 
MRCS with support from the Rissho Kosei-kai Donate-a-Meal Fund for Peace of Japan has been supporting school feeding program at Chiphazi Primary School, targeting 972 Learners (495 boys, 477 girls) and Kawaliza Day care center targeting 448 learners in Dedza from 2014.

 A total of 19,000 learners have benefited from the 486 million Kwacha made available by Danish Red Cross, Italian Red Cross and Finish Red Cross in Chikwawa and Mwanza, Japan Red Cross in Ntchisi and Swiss Red Cross in Salima for similar intervention."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1227984757333288/|4.0|||photo|2017-09-19T07:56:30+0000||Malawi Red Cross Society - MRCS|358869244244848
301|2015-02-25T08:57:29+0000|358869244244848_613585518773218||"As the response to the 2015 floods continues,  the outbreak of cholera is another challenge we are facing. Thirty people (some of whom are from Mozambique) have been confirmed to have cholera while two deaths have been confirmed so far. While none of the cases has been recorded in the camps, most of them are in the surrounding health centers.

The Red Cross volunteers are educating the communities especially in the camps on hygiene practices and importance of hand washing. We are conducting Cholera orientation meetings with all volunteers in camps in Nsanje, Chikwawa and Phalombe. #Ndifeamodzi"|[]||https://www.facebook.com/358869244244848/posts/613585518773218/|3.0|||status|2015-02-25T09:57:00+0000||Malawi Red Cross Society - MRCS|358869244244848
302|2017-09-11T20:10:01+0000|358869244244848_1225218894276541|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1225217567610007/?type=3|"Malawi Red Cross to advance its auxiliary role to government

In a bid to position itself in the humanitarian space and respond to disasters in a best way possible, Malawi Red Cross Society (MRCS) has developed an advocacy paper highlighting luck of recognition of its auxiliary role to Government, luck of relief funds and operating under outdated act as major issues to take to government and relevant stakeholders.

Speaking during the closing ceremony of a two days advocacy workshop in Blantyre, Secretary General for Malawi Red Cross Mr. McBain Kanongodza said act 51 of 1966 Parliament mandates and gives guidance to MRCS on how it should carry out business in the humanitarian space.  As such it was important for the organization to reviews issues that among other things affect the delivery of services during disasters.

He assured government that MRCS remains an institution of high integrity as it is governed by the core values of Trustworthy, Accountability, Transparency and Caring on top of the fundamental principles of the Red Cross.

Principal mitigation officer in the Department of Disaster Management Affairs DoDMA Stain Kita said Government appreciates the role MRCS plays in the Humanitarian, Health and social service sector. He pledged DoDMA’s support to MRCS as it reviews its auxiliary role to government.

The meeting which was funded by European Commission Humanitarian Office (ECHO) through Disaster Risk Reduction Project drew participants from Government departments, MRCS, Media and Non-Governmental organisations."||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1225218894276541/|3.0|||photo|2017-09-11T20:10:01+0000||Malawi Red Cross Society - MRCS|358869244244848
303|2015-02-20T04:03:09+0000|358869244244848_611067685691668|https://www.facebook.com/malawiredcross/photos/a.514890295309408/611067589025011/?type=3|Allasan Seghore, Director of Africa Bureau at the International Federation of Red Cross and Red Crescent Societies (IFRC) is visiting Malawi to appreciate the flood situation and response by Malawi Red Cross Society.  In the picture,  Seghore is being briefed on the Red Cross activities at Bangula camp in Southern Malawi. Looking on is the President of Malawi Red Cross Levison Changole. #Ndifeamodzi|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/611067685691668/|4.0|||photo|2015-02-20T04:03:28+0000||Malawi Red Cross Society - MRCS|358869244244848
304|2017-08-27T07:32:01+0000|358869244244848_1215627571902340|https://www.facebook.com/malawiredcross/photos/a.359290337536072/1215627421902355/?type=3|||'s cover photo|https://www.facebook.com/358869244244848/posts/1215627571902340/||Malawi Red Cross Society - MRCS updated their cover photo.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-08-27T07:32:01+0000||Malawi Red Cross Society - MRCS|358869244244848
305|2015-02-19T21:08:06+0000|358869244244848_610944959037274|https://www.facebook.com/malawiredcross/photos/a.358896737575432/610939675704469/?type=3|Life for flood victims is unbearable, cooking in the rain with no place to hide when it rains. Firewood is being sold exorbitantly  that most people in the camps can't afford. Congestion continues to increase as more people come to the camps. We appeal to all Facebook friends to help. Just drop anything you have at your nearest Red Cross Office. Clothes, utensils and other items will make a difference. A friend in need is a friend indeed. #Ndifeamodzi|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/610944959037274/|13.0|||photo|2015-02-20T04:08:07+0000||Malawi Red Cross Society - MRCS|358869244244848
306|2017-08-27T07:24:37+0000|358869244244848_1215625115235919|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1215624025236028/?type=3|"Malawi Red Cross empowers girls through Girl Groups

In a bid to build capacity of girls to plan their sexual and reproductive health, rights and career, Malawi Red Cross Society (MRCS) established girl groups in secondary schools in the districts of Mwanza, Chikwawa and Mangochi under the Community Resilience Project supported by a consortium of Danish Red Cross, Finish Red Cross, Icelandic Red Cross and Italian Red Cross. The purpose of the girl group project is to promote girls’ empowerment in secondary schools by addressing gender discrimination and promoting equality.

Speaking in Mangochi at St Michaels girls Secondary school during the closing ceremony of a one week long girls camp organized with funding from the Danish Red Cross, Kirstine Primdal Sutton, Danish Red Cross country delegate said the project aims to empower the girls to be self-assertive, improve their self-esteem, make effective decisions and address many of the problems facing the girls.

Gloria Kwalira a form 3 student at Chapananga community day Secondary School said she has benefited a lot from the girl’s camp. “When I was coming here I didn’t know some of the rights that we have as girls. We have learnt a lot of things that have opened our minds. Having interacted with the role models that came to share with us their experiences, I feel the sky is the limit.” Gloria said. She thanked the Malawi Red Cross for the girl groups’ project.

In his remarks, MRCS Director of Programs and Development Hastings Kandaya advised the girls to take their studies seriously.  He thanked the Danish Red Cross youth and volunteers for the support and for participating in the girls camp.

The district commissioner for Mangochi Rev. Moses Chimphepo who graced the occasion, echoed senior chief Chowe’s remarks saying the girls are lucky to have organisations such as the Red Cross establish the girl groups and the camp. He urged the girls to work hard at school and adhere to the school regulations so that the project’s interventions should not be in vain.

During the girls camp, the activities included, inter-school debates on issues which affect girl child, girl mentoring, interface meetings with influential members of the society, poems, peer education, sporting and career guidance talks.

The girls camp was held under a theme “My confidence is bigger than my fears”"||Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1215625115235919/|12.0|||photo|2017-08-27T09:22:44+0000||Malawi Red Cross Society - MRCS|358869244244848
307|2015-02-18T11:22:06+0000|358869244244848_610251835773253||"Zomba is one of the 15 Districts in Malawi that has been affected by floods.  Up to now there are people who are still being accommodated in the camps.  There are areas in the Districts which are inaccessible and to access these areas one has to walk for 2 hrs in knee or ankle high waters and this makes it difficult for the needs of this community to be accessed.  
MRCS is one of the organizations who are working tirelessly to help those affected.  
MRCS is supporting 1131 householdd in camps with food items.  Distributions are conducted weekly from Monday to Thursday and a ration of seven days comprising of Maize flour, soya pieces, cooking oil, sugar and salt is distributed."|||https://www.facebook.com/358869244244848/posts/610251835773253/|3.0|||status|2015-02-18T11:22:06+0000||Malawi Red Cross Society - MRCS|358869244244848
308|2017-08-19T17:51:33+0000|358869244244848_1211441815654249|https://www.facebook.com/malawiredcross/photos/a.359290337536072/1211441605654270/?type=3|||'s cover photo|https://www.facebook.com/358869244244848/posts/1211441815654249/||Malawi Red Cross Society - MRCS updated their cover photo.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-08-19T17:51:33+0000||Malawi Red Cross Society - MRCS|358869244244848
309|2015-02-13T12:26:20+0000|358869244244848_607944809337289||Even urban communities were victims of heavy rains which resulted in floods. MRCS today supported some families in Blantyre in Bangwe & Mbayanis.|||https://www.facebook.com/358869244244848/posts/607944809337289/||||status|2015-02-14T02:28:40+0000||Malawi Red Cross Society - MRCS|358869244244848
310|2017-08-19T17:49:22+0000|358869244244848_1211440652321032|https://www.facebook.com/malawiredcross/photos/a.358896737575432/1211440108987753/?type=3|"Malawi Red Cross Society (MRCS) joins the rest of the world and the Red Cross movement in commemorating the World Humanitarian Day today the 19th of August. MRCS celebrates the life, time and the work of over 40,000 MRCS volunteers and staff. MRCS reminds conflicting parties across the world that Red Cross is #NotATarget.
The pictures show some of MRCS’s humanity works."|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/1211440652321032/|5.0|||photo|2017-08-20T23:49:39+0000||Malawi Red Cross Society - MRCS|358869244244848
311|2015-02-10T13:55:31+0000|358869244244848_606746049457165|https://www.facebook.com/malawiredcross/photos/a.358896737575432/606745796123857/?type=3|"The Malawi Red Cross would like to express our gratitude for the K317,000.00 cheque donation from the Ndifeamodzi concert which took place in Lilongwe at Capital Hotel and the cheque of K300,000 from Mibawa Group. The donation  from Mibawa was made through Blantyre Red Cross Office as part of Music Consent that was held at Robins Park in Blantyre.
This money will go a long way in alleviating the suffering of flood victims. 
Be assured that the money will reach  the beneficiaries. The Red Cross Movement both in Malawi and worldwide is grateful to the people volunteering their time and talent through these initiatives. Big up Ndifeamodzi and Mibawa!
 
There is still more work to be done and let us continue to fundraise as much as we can. #ndifeamodzi"|[]|Photos from Malawi Red Cross Society - MRCS's post|https://www.facebook.com/358869244244848/posts/606746049457165/|2.0|||photo|2015-02-21T03:25:06+0000||Malawi Red Cross Society - MRCS|358869244244848
312|2017-08-19T17:47:44+0000|358869244244848_1211439775654453|https://www.facebook.com/malawiredcross/photos/a.358872017577904/970096179788815/?type=3|||Malawi Red Cross Society - MRCS|https://www.facebook.com/358869244244848/posts/1211439775654453/?substory_index=0||Malawi Red Cross Society - MRCS updated their profile picture.|[{'id': '358869244244848', 'name': 'Malawi Red Cross Society - MRCS', 'type': 'page', 'offset': 0, 'length': 31}]|photo|2017-08-19T17:47:44+0000||Malawi Red Cross Society - MRCS|358869244244848
