|about|category|category_list|company_overview|description|emails|engagement|fan_count|general_info|id|is_permanently_closed|link|mission|name|phone|single_line_address|username|website|founded|hours|location|verification_status|birthday|privacy_info_url
73|Het Rode Kruis helpt altijd, iedereen en overal om menselijk leed te helpen voorkomen of te verzachten. Deze taak​ kunnen we alleen vervullen met steun van|First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '2606', 'name': 'Cause'}, {'id': '2235', 'name': 'Non-Governmental Organization (NGO)'}]|"Sociale hulp​
Contact maken en onderhouden is niet voor iedereen even makkelijk. Onze afdeling heeft verschillende mogelijkheden: ​de telefooncirkel, bijzondere vakantie.

Hulpverlening bij evenementen
De EHBO-ers van het Rode Kruis Winterswijk Oost Gelre zijn onmisbaar als hulpverlener bij tal van kleine en grote evenementen, zoals bij sport-evenementen tot en met uitstapjes met ouderen.

Eerste hulp en EHBO opleidingen
Het Rode Kruis verzorgt EHBO-opleidingen voor geïnteresseerden. Soms zijn de opleidingen alleen toegankelijk voor Rode-Kruisvrijwilligers, soms kunnen ook deelnemers van buiten het Rode Kruis de cursussen volgen.

Op zoek naar familie
Door oorlogen en rampen kunnen mensen elkaar zijn kwijtgeraakt. Vanwege persoonlijke of maatschappelijke redenen bent u een dierbare uit het oog verloren. Waar kunt u in dat geval terecht en wat doet het Rode Kruis? ​

Hulp bij rampen
Onze Noodhulpverlening is 24 uur per dag paraat. Onder alle omstandigheden verlenen wij direct hulp. Overal. Altijd.

Sociaal medisch vervoer
Wie langdurig ziek is, een rolstoel gebruikt, of liggend vervoerd moet worden, kan een beroep doen op het Rode Kruis. Het reisdoel kan heel verschillend zijn. In elke situatie, waarin iemand niet door anderen vervoerd kan worden, komen wij te hulp."||['ymeekes@rodekruis.nl']|{'count': 168, 'social_sentence': '168 people like this.'}|168.0||1219070211487696|0.0|https://www.facebook.com/RKAchterhoekOost/|"Rode Kruis, afdeling Achterhoek-Oost
Het Rode Kruis helpt altijd, iedereen en overal om menselijk leed te helpen voorkomen of te verzachten. Deze taak​ kunnen we alleen vervullen met steun van mensen zoals u. Kom in actie en word vrijwilliger of steun ons werk met uw gift​."|Rode Kruis Achterhoek Oost|||RKAchterhoekOost|https://rodekruis.nl/achterhoek-oost||||||
74|Rode Kruis afdeling Zwijndrechtsewaard is onderdeel van het Nederlandse Rode Kruis. Wij verlenen eerste hulp, verzorgen cursussen en bieden evenementenhulp|Community Service|[{'id': '170968163319233', 'name': 'Community Service'}]|||['rodekruiszwijndrechtsewaard@gmail.com']|{'count': 41, 'social_sentence': '41 people like this.'}|41.0||337130256693715|0.0|https://www.facebook.com/rodekruiszwijndrechtsewaard/||Rode Kruis Zwijndrechtsewaard|06-53166735|Kapitein Rietbergenflat 26, 3333 CA Zwijndrecht (Nederland)|rodekruiszwijndrechtsewaard|||||||
75|"Het Rode Kruis helpt, ook bij jou om de hoek | Voorlichting, activiteiten, (Eerste Hulp) opleidingen en Evenementenhulp"|Non-Governmental Organization (NGO)|[{'id': '2235', 'name': 'Non-Governmental Organization (NGO)'}]||In geval van nood staan we paraat en ondersteunen we de hulpdiensten bij het verlenen van hulp. Maar we helpen mensen ook om zelf zo goed mogelijk te anticiperen en reageren op een noodsituatie. Dit doen we door hun zelfredzaamheid te vergroten, zodat ze zichzelf én anderen kunnen helpen. Zo geven we voorlichting, (Eerste Hulp) opleidingen en organiseren we diverse activiteiten.|['info.lv@rodekruis.nl']|{'count': 193, 'social_sentence': '193 people like this.'}|193.0||359430480811794|0.0|https://www.facebook.com/rodekruisleidschendamvoorburg/|Het Nederlandse Rode Kruis - Helpt direct|Rode Kruis Leidschendam-Voorburg||Herenstraat 165, 2271 CE Leidschendam-Voorburg|rodekruisleidschendamvoorburg|https://www.rodekruis.nl/leidschendam-voorburg/|Henry Dunant, Gustave Moynier|{'mon_1_open': '12:30', 'mon_1_close': '15:00', 'tue_1_open': '10:00', 'tue_1_close': '15:00', 'wed_1_open': '10:00', 'wed_1_close': '15:00', 'thu_1_open': '10:00', 'thu_1_close': '15:00', 'fri_1_open': '10:00', 'fri_1_close': '15:00'}||||
76|"EHBO & Reanimatie opleidingen. Bike-team. Evenementen hulpverleners. grootschalige evenementen hulpverleners.
"|Medical & Health|[{'id': '145118935550090', 'name': 'Medical & Health'}, {'id': '1758418281071392', 'name': 'Local Service'}, {'id': '185032388204011', 'name': 'First Aid Class'}]|||['afdelingdenhelder@rodekruis.nl']|{'count': 250, 'social_sentence': '250 people like this.'}|250.0||2235360690067787|0.0|https://www.facebook.com/RodekruisDHR/|Meer mensen met een EHBO diploma|Rode Kruis Den Helder|0653752668|bankastraat  27, 1782TA Den Helder|RodekruisDHR|||||||
77|"Dit is de facebookpagina van de rode kruis werkgroep Drachten

Direct vrijwilliger worden? info.werkgroepdrachten@rodekruis.nl"|First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '2612', 'name': 'Community'}, {'id': '1710182075914714', 'name': 'Counselor'}]||"De noodhulpgroep bestaat momenteel uit ongeveer 20 enthousiaste vrijwilligers die opgeleid zijn en ingezet worden bij rampen en voor evenementen hulpverlening. 
De groep Noodhulp wordt veel ingezet als Eerste Hulp verleners tijdens diverse evenementen in de gemeenten Smallingerland en Achtkarspelen. 
Wij zijn o.a. aanwezig bij de Avond 4 daagse in Drachten, de profronde en centrumcross in Surhuisterveen, de Legal Street Races op de airstrip van Drachten, de A7 classic in Drachten, de 8 van Drachten, diverse wandeltochten etc. Ook worden we geregeld ingezet bij evenementen in de provincie. Denk hierbij aan bijvoorbeeld de roei-, wandel- en fiets- Elfstedentocht, de Slachte Marathon en een eventuele schaats Elfstedentocht.

Om ons voor te bereiden voor de Eerste Hulp verlening komen we zo’n 25 dinsdagavonden in het jaar bij elkaar in het Nederlandse Rode Kruis gebouw aan de Geeuw 31 in Drachten. Hier worden lessen verzorgd in o.a. de basis Eerste Hulp handelingen, wandelletsels, verbindingen (communicatie), het aanleggen van nekkragen etc. Eens per jaar worden de basis Eerste Hulp handelingen getoetst d.m.v. een competentietoets. Deze toets wordt afgenomen door onafhankelijke instructeurs. Dit doen wij om de kwaliteit van de opleiding en onze mensen te waarborgen. Ook houden we één keer per jaar een oefening op locatie met de inzet van lotusslachtoffers. Het is mogelijk om bij Noodhulp een landelijk erkend Oranje Kruis EHBO diploma te halen waarna je binnen een jaar binnen het Nederlands Rode Kruis opgeleid wordt voor de wereldwijd erkende Rode Kruis certificering.

Binnen Noodhulp zijn er ook nog mogelijkheden om individueel verder te ontwikkelen op verschillende gebieden. Scholing kan dan bijvoorbeeld ook extern gevolgd worden. Zo is de basis cursus “verbindingen” een verplicht onderdeel voor alle Noodhulp vrijwilligers. Deze cursus wordt bij de verbindingsdienst Fryslân in Leeuwarden verzorgd. Maar ook een cursus voor een leidinggevende rol binnen de evenementenhulpverlening behoort tot de mogelijkheden."|['info.werkgroepdrachten@rodekruis.nl']|{'count': 139, 'social_sentence': '139 people like this.'}|139.0||722378874444276|0.0|https://www.facebook.com/NoodhulpSmallacht/|hulpverlening|Rode Kruis Evenementenhulpverlening werkgroep Drachten|+31654982582|Omloop 42, Drachten|NoodhulpSmallacht|rodekruis.nl||{'tue_1_open': '19:30', 'tue_1_close': '21:30'}||||
80|Vrijwilligersorganisatie in de regio Zwartewaterland|Community Service|[{'id': '170968163319233', 'name': 'Community Service'}, {'id': '2712', 'name': 'Regional Website'}, {'id': '2606', 'name': 'Cause'}]|||['secretaresse@rodekruis-zwl.nl']|{'count': 78, 'social_sentence': '78 people like this.'}|78.0||773539686172397|0.0|https://www.facebook.com/RodeKruisAfdelingZwartewaterland/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen. |Rode Kruis Zwartewaterland|038-4472560||RodeKruisAfdelingZwartewaterland|http://afdeling.rodekruis.nl/afdeling/zwartewaterland||||||
81|Wij helpen mensen in nood. Dat doen we om de hoek – en ver weg. Dat doen we vanuit ons hart en met de mouwen opgestroopt. Want wij zijn het Rode Kruis.|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}]|Het Rode Kruis is de hulporganisatie op het gebied van noodhulp, evenementenhulp, EHBO / Eerste hulp en goed voorbereid. Kijk voor meer informatie op www.rodekruis.nl/fryslan|Het Rode Kruis is de grootste hulpverlenende organisatie ter wereld. Wereldwijd zijn er twee internationale organisaties actief: het Internationale Comite van het Rode Kruis (ICRC) en de Federatie van Rode Kruis- en Rode Halve Maanverenigingen (IFRC).|['evenementenhulp.joure@rodekruis.nl']|{'count': 77, 'social_sentence': '77 people like this.'}|77.0|Het Rode Kruis is de grootste hulpverlenende organisatie ter wereld. Wereldwijd zijn er twee internationale organisaties actief: het Internationale Comite van het Rode Kruis (ICRC) en de Federatie van Rode Kruis- en Rode Halve Maanverenigingen (IFRC).|385258238476028|0.0|https://www.facebook.com/RodeKruisJoure/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen.|Rode Kruis Joure|0513417315|Vegelinsweg 6b, 8501BA Joure|RodeKruisJoure|https://www.rodekruis.nl/fryslan|11 augustus 1945||||08/11/1945|https://www.rodekruis.nl/privacy-statement/
82||Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}]|||['info@rodekruiskatwijk.nl']|{'count': 599, 'social_sentence': '599 people like this.'}|599.0||573448452757831|0.0|https://www.facebook.com/rodekruiskatwijk/||Rode Kruis Katwijk|06 20 226 865|Prins Hendrikkade 12, 2225 TZ Katwijk, Zuid-Holland, Netherlands|rodekruiskatwijk|http://www.rodekruiskatwijk.nl||{'thu_1_open': '19:00', 'thu_1_close': '21:30'}|||04/30/1963|
83|Rode Kruis locatie Venray is een van de afdelingen van het Nederlandse Rode Kruis. Wij zijn er waar hulp nodig is.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '145118935550090', 'name': 'Medical & Health'}]|||['venray@rodekruis.nl']|{'count': 188, 'social_sentence': '188 people like this.'}|188.0||839728386145884|0.0|https://www.facebook.com/rodekruisvenray/|Het Rode Kruis Horst a/d Maas - Venray heeft vele activiteiten en projecten. Vrijwilligers van onze afdeling staan klaar om te helpen. Door hulp bij evenementen en noodsituaties, ​het geven van EHBO-cursussen en het organiseren van sociale activiteiten.|Rode Kruis locatie Venray|06 122 88 707|Bergweg 4, 5801 EG Venray (gemeente)|rodekruisvenray|http://www.rodekruis.nl/venray||||||
84|Wij helpen mensen als u en ik. Dit kan alleen als u en ik elkaar in tijden van nood helpen. Onze taak kunnen we alleen vervullen met steun van mensen zoals|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '226326230802065', 'name': 'Charity Organization'}]||||{'count': 233, 'social_sentence': '233 people like this.'}|233.0||697937597017931|0.0|https://www.facebook.com/rodekruisboz/||Rode Kruis Bergen op Zoom e.o.|+31 (0) 164 23 50 40|Karmel 225, 4613 BS Bergen op Zoom|rodekruisboz|http://www.rodekruis.nl/afdeling/bergenopzoom||||||
85|De afdeling Culemborg heeft een enthousiast team van ca. 100 vrijwilligers. Samen maken wij de principes en taken van het Nederlandse Rode Kruis waar.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||||{'count': 209, 'social_sentence': '209 people like this.'}|209.0||1642602946025670|0.0|https://www.facebook.com/rodekruisculemborg/||Rode Kruis Culemborg|0345-519597|Otto van Reesweg 10, 4105 AA Culemborg|rodekruisculemborg|http://www.rodekruisculemborg.nl/||||||
86|De afdeling verzorgt noodhulp bij ongevallen en rampen, en sociale hulp achter de voordeur. Voor beide hulpsoorten geeft de afdeling trainingen.|Non-Governmental Organization (NGO)|[{'id': '2235', 'name': 'Non-Governmental Organization (NGO)'}, {'id': '226326230802065', 'name': 'Charity Organization'}]||"Rode Kruis Amersfoort is een levendige afdeling die voorziet in hulp bij ongevallen en rampen en sociale hulp. Onze EHBO-ers trainen om de twee weken om zo adequate hulp te kunnen verlenen in noodsituaties. Dit doen zij onder andere met bikerteams, 

De sociale hulp is een stuk minder zichtbaar. Deze tak voert de strijd tegen de eenzaamheid waardoor Amersfoorters getroffen kunnen raken. Zij doen dat door telefooncirkels, huisbezoeken, hulp bij administratie en het geven van cursussen om zo te leren vrienden maken."|['info.amersfoorteemland@rodekruis.nl']|{'count': 239, 'social_sentence': '239 people like this.'}|239.0||318486294899368|0.0|https://www.facebook.com/RodekruisAmersfoort/|Hulp aan de meest kwetsbaren in de samenleving|Rode Kruis afdeling Amersfoort-Eemland|0334727553|Columbusweg 30, Amersfoort|RodekruisAmersfoort|http://www.rodekruis.nl/amersfoort-eemland|Henry Dunant|||||
87|Sociale activering, mantelzorgondersteuning, netwerkcoaching, hulpverlening bij evenementen, eerste hulp lessen aan scholieren, bijzondere vakanties.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '1154837367920704', 'name': 'Medical Service'}]|||['rodekruisnieuwegein@telfort.nl']|{'count': 130, 'social_sentence': '130 people like this.'}|130.0||1534401146889853|0.0|https://www.facebook.com/RodeKruisNieuwegein/||Rode Kruis Nieuwegein|030 6067799|Constructieweg 6, 3433 NN Nieuwegein|RodeKruisNieuwegein|http://www.rodekruis.nl/afdeling/nieuwegein||||||
88|Met onze vrijwilligers en via onze lokale aanwezigheid leveren we een actieve bijdrage aan het versterken van gemeenschappen, zodat in tijd van de grootste|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '226326230802065', 'name': 'Charity Organization'}]|Vrijwilligersorganisatie het Nederlandse Rode Kruis, afdeling 's-Hertogenbosch e.o.||['webmaster@rodekruisdenbosch.org']|{'count': 232, 'social_sentence': '232 people like this.'}|232.0|Deze Facebook pagina is voor iedereen! Vrijwilligers en overige belangstellenden! Heb je gepost bij een evenement en wil je er iets over kwijt, leuke foto's van een sociale activiteit, of wil je je ervaring met je sociale stage delen met iedereen, gebruik dan deze pagina!|187082824672673|0.0|https://www.facebook.com/Rode-Kruis-s-Hertogenbosch-eo-187082824672673/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen.|Rode Kruis 's-Hertogenbosch e.o.|073-6132879|Oude Dieze 12, 5211 KV 's-Hertogenbosch||http://www.rodekruisdenbosch.nl||{'mon_1_open': '09:00', 'mon_1_close': '12:30', 'tue_1_open': '09:00', 'tue_1_close': '12:30', 'wed_1_open': '09:00', 'wed_1_close': '12:30', 'thu_1_open': '09:00', 'thu_1_close': '12:30', 'fri_1_open': '09:00', 'fri_1_close': '12:30'}||||
89|Rode Kruis Alphen aan den Rijn e.o. biedt evenementenhulp, uitstapjes voor ouderen en EHBO.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '152880021441864', 'name': 'Community Organization'}]|Rode Kruis Alphen aan den Rijn e.o. telt zo'n 120 vrijwilligers, die actief zijn in Alphen aan den Rijn, Rijnwoude, Boskoop en omliggende dorpskernen. De focus ligt op het vlak van nood- en evenementenhulp en zelfredzaamheid. Daarnaast worden ook uitstapjes voor ouderen en mensen met een beperking georganiseerd.|Met de vrijwilligers en via de lokale aanwezigheid levert het Rode Kruis een actieve bijdrage aan het versterken van gemeenschappen, zodat in tijd van nood niemand alleen staat. Via hulpverlening wil het Rode Kruis de zelfredzaamheid van die gemeenschappen dusdanig versterken, dat mensen die daarin leven niet alleen zichzelf maar ook anderen kunnen helpen.|['accommunicatie@rodekruis-aadr.com']|{'count': 265, 'social_sentence': '265 people like this.'}|265.0||396189387098028|0.0|https://www.facebook.com/rodekruisalphen/|De missie van het Rode Kruis is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de medemens.|Rode Kruis Alphen aan den Rijn eo|0172472113|Dillenburg 2, 2404 EV Alphen aan den Rijn|rodekruisalphen|http://www.rodekruis.nl/alphen-aan-den-rijn||||||
90|"Het Rode Kruis Voorne Putten; hulporganisatie; vrijwilligers; ehbo / eerste hulp opleidingen / trainingen; (evenementen)hulpverlening; sociaal vervoer.
"|Non-Governmental Organization (NGO)|[{'id': '2235', 'name': 'Non-Governmental Organization (NGO)'}, {'id': '226326230802065', 'name': 'Charity Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}]||"Het Rode Kruis helpt mensen in nood. Dat doen we om de hoek en ver weg. Dat doen we vanuit ons hart en met de mouwen opgestroopt. Want wij zijn het Rode Kruis. 
Samen hebben we een organisatie opgebouwd die bestaat uit heel veel vrijwilligers en beroepskrachten. We hebben een open cultuur, waar iedereen gewaardeerd wordt om de bijdrage die hij of zij levert in tijd of geld, hoe klein ook."|['voorneputten@rodekruis.nl']|{'count': 254, 'social_sentence': '254 people like this.'}|254.0||1617544188502667|0.0|https://www.facebook.com/rodekruisvp/|"Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen.  

Met onze vrijwilligers en via onze lokale aanwezigheid leveren we een actieve bijdrage aan het versterken van gemeenschappen, zodat in tijd van de grootste nood niemand alleen staat. Via onze hulpverlening willen we de zelfredzaamheid van die gemeenschappen dusdanig versterken, dat mensen die daarin leven zichzelf en anderen kunnen helpen. Op basis van respect en medemenselijkheid."|Rode Kruis afdeling Voorne Putten|||rodekruisvp|https://www.rodekruis.nl/voorne-putten/||||||
91|De Rode Kruis Bungalow in Someren is een vakantieoord, midden in de brabantse bossen, voor mensen die niet meer zelfstandig op vakantie kunnen gaan.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|||['vakantieprojecten@rodekruiseindhoven.nl']|{'count': 159, 'social_sentence': '159 people like this.'}|159.0||288885181531047|0.0|https://www.facebook.com/RodeKruisBungalow/|Het aangenamer maken van het leven van mensen in een kwetsbare positie. Zij doet dit door middel van het organiseren van een verblijf in de Rode Kruis Bungalow voor diegenen die van zorg afhankelijk zijn en/of in een sociaal isolement verkeren.Ook rekent de St Rode Kruis Bungalow het tot haar taak om hiermee mantelzorgers te verlichten.|Rode Kruis Bungalow|040 - 244 33 11|Philipsbosweg 9, 5715 RE Lierop|RodeKruisBungalow|http://www.rodekruisbungalow.nl||||||
92|Rode Kruis afdeling Utrechtse Heuvelrug|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '147714868971098', 'name': 'Public & Government Service'}, {'id': '2603', 'name': 'Nonprofit Organization'}]|||['utrechtseheuvelrug@rodekruis.nl']|{'count': 67, 'social_sentence': '67 people like this.'}|67.0||415969311860968|0.0|https://www.facebook.com/rodekruisutrechtseheuvelrug/||Rode Kruis Utrechtse Heuvelrug|0343518693||rodekruisutrechtseheuvelrug|https://hypel.ink/rode-kruis-uhr|"1 juni 2007.
Fusie door verschillende afdelingen uit de utrechtse heuvelrug"||||06/01/2007|
93|Welkom bij het Rode Kruis afdeling Goeree-Overflakkee! Leuk als je een berichtje/foto's achterlaat, maar reclame-uitingen worden verwijderd.|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '226326230802065', 'name': 'Charity Organization'}]|||['evenementenhulp.go@rodekruis.nl']|{'count': 321, 'social_sentence': '321 people like this.'}|321.0||1574020009578717|0.0|https://www.facebook.com/RodeKruisGoereeOverflakkee/|We kunnen niet iedereen helpen, maar iedereen kan iemand helpen.|Rode Kruis Goeree Overflakkee||Marnix Gijsenstraat 7, 3245 ME Sommelsdijk|RodeKruisGoereeOverflakkee|||||||
94|Rode Kruis Vechtdal is er voor eerste hulp tijdens evenementen en calamiteiten in de gemeente Hardenberg.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}, {'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '193705277324704', 'name': 'Event Planner'}]|||['ehv.vechtdal@rodekruis.nl']|{'count': 79, 'social_sentence': '79 people like this.'}|79.0||2262020170723301|0.0|https://www.facebook.com/rkvechtdal/||Rode Kruis Vechtdal||Coevorderweg 31, 7776AC Slagharen, Overijssel, Netherlands|rkvechtdal|http://www.rodekruis.nl/vechtdal||||||
95|Officiële Facebook account van het Rode Kruis Bike-Team Rijnmond. |Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||Officiële Facebook pagina van het Rode Kruis Bike-Team Rijnmond.|['biketeamcoordinatie@rodekruis.nl']|{'count': 281, 'social_sentence': '281 people like this.'}|281.0||425996381106643|0.0|https://www.facebook.com/BikeTeamRijnmond/||Rode Kruis Bike-Team Rijnmond|+31 10 234 20 49|Trimpad 4, 3135 GA Vlaardingen|BikeTeamRijnmond|http://Rodekruis.nl||||||
96|Het Rode Kruis Heerenveen help direct. Ook bij jou in de buurt.|Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}, {'id': '185032388204011', 'name': 'First Aid Class'}, {'id': '226326230802065', 'name': 'Charity Organization'}]|"Het Rode Kruis is de hulporganisatie op het gebied van noodhulp, zelfredzaamheid en EHBO / Eerste hulp. 
Kijk voor meer informatie op www.rodekruis.nl/heerenveen"|Het Rode Kruis is de grootste hulpverlenende organisatie ter wereld. Wereldwijd zijn er twee internationale organisaties actief: het Internationale Comite van het Rode Kruis (ICRC) en de Federatie van Rode Kruis- en Rode Halve Maanverenigingen (IFRC).|['rodekruisheerenveen@outlook.com']|{'count': 168, 'social_sentence': '168 people like this.'}|168.0|Wij helpen mensen in nood. Dat doen we om de hoek – en ver weg. Dat doen we vanuit ons hart en met de mouwen opgestroopt. Want wij zijn het Rode Kruis.|418496008279618|0.0|https://www.facebook.com/nrkheerenveen/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor de mens. Onze bijzondere aandacht gaat daarbij uit naar hen die het meest kwetsbaar zijn: mensen die zonder onze hulp niet of slecht zouden overleven, of van wie de gezondheid zonder hulpverlening in gevaar zou komen.|Rode Kruis Afdeling Heerenveen|0614131844|Businesspark Friesland-West 41, 8447 SL Nijehaske (plaats)|nrkheerenveen|http://www.rodekruis.nl/heerenveen||||||
97||Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|||['info.hardinxveld@rodekruis.nl']|{'count': 27, 'social_sentence': '27 people like this.'}|27.0||417855945709955|0.0|https://www.facebook.com/rodekruishardinxveld/||Rode Kruis Hardinxveld-Giessendam|+31618618720|Damstraat 26, 3371AD Hardinxveld, Zuid-Holland, Netherlands|rodekruishardinxveld|https://www.rodekruis.nl/hardinxveld-giessendam/over-onze-afdeling/#tab-id-1||||||
98||Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|||['rodekruisnijkerk@gmail.com']|{'count': 93, 'social_sentence': '93 people like this.'}|93.0||566981556656392|0.0|https://www.facebook.com/Rode.Kruis.Nijkerk/||Rode Kruis Nijkerk||Havenstraat 5B, 3861 VS Nijkerk (gemeente)|Rode.Kruis.Nijkerk|http://www.rodekruis.nl/afdeling/nijkerk||||||
99|Het Rode Kruis helpt altijd, iedereen en overal om menselijk leed te helpen voorkomen of te verzachten. Deze taak​ kunnen we alleen vervullen met steun van mensen zoals u. Kom in actie en word vrijwilliger of steun ons werk met een gift.|Society & Culture Website|[{'id': '2714', 'name': 'Society & Culture Website'}, {'id': '2603', 'name': 'Nonprofit Organization'}]|||['communicatie.emmen@rodekruis.nl']|{'count': 12, 'social_sentence': '12 people like this.'}|12.0||289393308666485|0.0|https://www.facebook.com/RodeKruisEmmen/||Rode Kruis afdeling Emmen|||RodeKruisEmmen|https://www.rodekruis.nl/emmen||||||
100|"Wij zijn het Rode Kruis afdeling Zeeuws-Vlaanderen, onderdeel van het Nederlandse Rode Kruis.
"|Cause|[{'id': '2606', 'name': 'Cause'}]|||['secretaris.zeeuwsvlaanderen@rodekruis.nl']|{'count': 76, 'social_sentence': '76 people like this.'}|76.0||824386271276037|0.0|https://www.facebook.com/rodekruiszvl/||Rode Kruis Zeeuws-Vlaanderen|+31622224105|Mr.F.J. Haarmanweg 13, Terneuzen|rodekruiszvl|http://www.rodekruis.nl/zeeuws-vlaanderen||||||
101|Heb je interesse in EHBO en je bent 10 jaar of ouder en woon je in Oss of in de omgeving ?? Dan is het Jeugd Rode Kruis Oss eo iets voor jouw !!!|Community|[{'id': '2612', 'name': 'Community'}]||"Heb je interesse in EHBO en je bent 10 jaar of ouder en woon je in Oss of in de omgeving ?? Dan is het Jeugd Rode Kruis Oss eo iets voor jouw !!!

Buiten dat we iedere woensdagavond bij elkaar komen voor een les. Dit kan gaan over ehbo (denk aan verband, reanimatie, verstikking) maar ook een lezing zijn over bv stichting hulphond of een onderwerp die jullie zeg kiezen. Verder doen we regelmatig oefeningen en inzetten.

Maar ook op zijn tijd hebben we met zijn alle een gezellige activiteit zoals een BBQ, zwemmen en kerstdiner.

Vanuit het Jeugd Rode Kruis Oss kan je ( in het jaar dat je 16 wordt) je EHBO diploma halen. Dat mag je inzetten gaan doen met de ""volwassen"" dit altijd als 3de persoon en tot je 18de. Dit om je een goede opleiding te geven. 

Maar daar houd het natuurlijk niet op. Als je je EHBO diploma heb kan je ook bv bij het bike team.

Heb je interesse ?? Stuur dan een pb of mail naar jrkossenomstreken@gmail.com"|['jrkossenomstreken@gmail.com']|{'count': 196, 'social_sentence': '196 people like this.'}|196.0||366151313539764|0.0|https://www.facebook.com/Jeugd-Rode-Kruis-Oss-eo-366151313539764/||Jeugd Rode Kruis Oss eo||kromstraat 45, Oss||http://www.rodekruisosseo.nl||||||
102|Wij verzorgen op dinsdagavond van 20.30 tot 21.30 een wekelijks zwemuurtje voor mensen met een beperking.|Community Service|[{'id': '170968163319233', 'name': 'Community Service'}]||||{'count': 52, 'social_sentence': '52 people like this.'}|52.0||125569924793951|0.0|https://www.facebook.com/rodekruiszwemmenvlaardingen/||Rode Kruis “Zwemmen” Vlaardingen||Westlandseweg 200, 3131HX Vlaardingen|rodekruiszwemmenvlaardingen|||{'tue_1_open': '20:30', 'tue_1_close': '21:30'}||||
